Rating,Helpfullness,Review Title,Reviewer Name,Review Date,Review Text
7,1 out of 4 found this helpful,Welll! Not that I expected,premmgor,17 May 2020,"From the trailer, I was expecting some serious cat and mouse game between Vishal Tyagi (Abhishek Benerjee) and Inspector Hathi Ram Chaudhary (Jaideep Ahlawat) but it just turns out to be a typical political drama. The worst part is its abusive language, Adult scenes, Nudity which all seem forced and unnecessary. Though the screenplay and Performances are pretty great whereas the storyline has nothing special to offer. There's Less Crime and more Drama. So if you love slow-paced investigative thrillers then Paatal Lok is One Time Watch. Recommended! 😄"
6,1 out of 4 found this helpful,"Great show, could have avoided the anti hindu tone.",supreeths,17 May 2020,"Great show, gripping story although a tad slow, fantastic performance. Could have avoided the not so subtle anti hindu rhetoric. But i guess that's what Amazon wants these days."
7,1 out of 4 found this helpful,Same trending stuff with & in different platter & of course best performances,da-maulik,17 May 2020,"If you are given the best platform, all the best actors & some really really Abusing words....
You always like these things & that's the trend here..
Crime, violence, A pinchful sex acts & abuse every minute with the most common abusing words in India...Sometimes flowing, sometimes unnecessarily.Performance of these guys can carry any story to next level. All these leading guys are brilliant....Paatal lok is not a thing to miss.Secred Games has made a new path that will be followed by different people, different roads, different stories reaching same destination that's ....Entertainment..Completed on Saturday night in one shot...It has the power to keep us on couch for hours & slick 9 Episodes series...Jaideep Ahlawat keeps the Raazi performance continue,
Neeraj kabi missed the Taj Mahal magic & always expected to give more than the previous....Good but not magical
Abhishek Banerjee is the Guy who is intense...Looks like he must have killed 45 persons... Real & Intense....
Performer like Gul Panag, wasted the most...What a cool actress she is.....so little for her in this Series...
Anup Jalota is always better in bhajans than in Acting...
Couldn't Find Danoliya in the whole actor list or even in Series. The Only intriguing voice.Gets 7 from a common viewer...."
6,1 out of 4 found this helpful,Very cliche ridden,shreygupta-51959,15 May 2020,"Its kind of just every crime cliche you can think of in India condensed into one series. Had great characters but in my opinion couldn't develop them enough, so many potential sub plots that went nowhere.
Plus the overarching plot was kind of weak at the end of it and leaves you unsatisfied.
And a lot of sjw stuff obviously."
5,2 out of 13 found this helpful,Nothing extraordinary about script,varun-544-435590,16 May 2020,"Nothing extraordinary about this webseries, it's a mixture of all past famous webseries, where few of character or screenplay has been copied and finally became a pointless story and unnecessary enlarged to 9 episode."
1,1 out of 5 found this helpful,Tooo slow n ultra boring Series,imohitag,24 May 2020,D only star was for d brilliant acting by Hathi Ram.
8,1 out of 5 found this helpful,Yea. That's d hero I want to see,chipsarecrispy,24 May 2020,"It's a decent story. It does have it's propoganda theme and d ISIS angle seems old school. But Jaideep has given everything n that sums up the complete package. Fed up of watching d same muscular men doing some stupid stunts under supervision. Here is a regular guy with no six packs or style, wears regular clothes n moves around like a normal human being that we see around.
Over all u can spend time on this"
10,1 out of 5 found this helpful,Five stars,sumegupta,23 May 2020,Very nice direction supported by superb acting .. must watch series . 5 stars
10,1 out of 5 found this helpful,Fabulous and Flawless 10/10,mohanjodero,23 May 2020,"Best web series so far that is realistic, honest and natural,"
10,1 out of 5 found this helpful,Worthy,vikramgondane,23 May 2020,Just a word worthy. And also i will try to be kind to a dog as review was too short.
10,1 out of 5 found this helpful,One of the best web series in indian entertainment industry,ravikumarranjan,23 May 2020,"It shows all the major problem witnessed in Indian society. Felt goosebumps atleast 2-3 times.Must watch web series as it makes people understand the wrong doings by discriminating people on behalf of caste and religion. Shows all the problems faced in rural, semi-urban and urban areas."
9,1 out of 5 found this helpful,A masterpiece. Best Casting in a web series.,tusharcn,22 May 2020,"I don't know why people are calling it 'hinduphobic'! 7.5 rating is due to the twitter trend, calling this series as 'hinduphobic', believe me, it is not, those people are just making politics out of this.
Talking about the series, I have seen the best casting in this series compared to recent shows, Main lead is from Haryana, Actor portrayed as Killer from Punjab is from Punjab etc. that adds up to that there are no fake accent, like in lot of Bollywood movies. Its good to see good actors are given lead instead of 'good looking actors'."
8,1 out of 5 found this helpful,Entertaining !!,Prabhuraj,21 May 2020,"Binge watched Paatal Lok. Good action, suspense and thriller web series. Excellent work by Jaideep. Abhishek Banerjee fits in the character of Hathoda Tyagi very well. Very engaging. Very good casting. Well acted and directed. Amazon Prime clearly has another winner on its hands. 8/10"
6,1 out of 5 found this helpful,Great acting...story had great potential but key plot issues and final discoveries end up disappointing a bit,moviepiglet,20 May 2020,"There's a lot of hype about this show, and no doubt it was great entertainment with some excellent acting with a gripping, intense vibe that keeps you going till the end. However, all the overall hype cannot make up for several issues:1. The trivialization of CBI's findings and absolutely no repercussions of their accusations is very hard to believe. They blame ISI / Pakistan for the murder attempt, and then we hear nothing else about this for the rest of the show until the end. How would Pakistan ever not respond to such an accusation? How can the CBI just spin a terrorist story as a cover up for some UP politics?
2. The bigger problem with the story is that it builds a very larger than life expectations with regards to the main story - who is Masterji? why did Tyagi want to kill Sanjeev Mehra? why did he not? And the answers in the end, are just, well, quite underwhelming. Masterji has been dead for a while. And the entire story revolves around a political play between Bajpayee and Gujjar. Sanjeev Mehra actually has NOTHING to do with the entire plot even though that's the issue being pursued throughout. And the big question of why he was not killed? because of a dog... I love dogs, and it's a cute thing to add in the story, but for it to be one of the grand revelations...no..Still a great watch. It's awesome to see more and more cinema of this type being produced in India, and compared to the usual Bollywood trash this is Oscar worthy, but such shows have to be held to a much higher standard, and so a 6/10"
